sample	signature	exposure	mutations
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS17b	0.0055555	1
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS59	0.00317876	1
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS60	0.00270903	1
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS58	0.00239789	1
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS1	0.340127	64
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS24	0.205207	39
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS23	0.0877804	17
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS43	0.0511078	10
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS4	0.0449953	8
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS8	0.0412796	8
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS35	0.0358683	7
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS2	0.0285703	5
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS34	0.0224675	4
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS49	0.0199633	4
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS28	0.0164224	3
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS30	0.0145573	3
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS13	0.0135257	3
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS32	0.0101946	2
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS42	0.00868133	2
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS54	0.00861616	2
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS21	0.00831336	2
TCGA-DM-A1D7-01A-11D-A152-10	COSMICv3-SBS46	0.00448021	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS6	0.213822	23
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS1	0.134729	15
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS10b	0.108245	12
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS20	0.0771047	8
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS18	0.0664804	7
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS50	0.059219	6
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS37	0.0411431	4
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS57	0.032738	4
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS8	0.0311317	3
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS13	0.0216606	2
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS52	0.0180508	2
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS7a	0.0179916	2
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS24	0.0175271	2
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS10a	0.00908861	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS21	0.00855743	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS17a	0.00630521	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS7c	0.00625911	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS53	0.00556614	1
TCGA-AA-A02H-01A-01W-A00E-09	COSMICv3-SBS84	0.00538505	1
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS24	0.158032	59
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS3	0.118537	44
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS1	0.0665186	25
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS35	0.0616335	23
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS15	0.0572478	21
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS53	0.0432108	16
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS50	0.0375724	14
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS42	0.0372573	14
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS7a	0.0356001	13
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS6	0.0319801	12
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS17a	0.0312053	12
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS10a	0.0255929	10
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS43	0.0226451	8
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS18	0.0169721	6
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS7b	0.0165666	6
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS7d	0.0146519	5
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS33	0.0146417	5
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS59	0.0111331	4
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS84	0.00920111	3
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS13	0.00633009	2
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS12	0.00506769	2
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS22	0.00370529	1
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS34	0.00163137	1
TCGA-AY-4070-01A-01W-1073-09	COSMICv3-SBS37	0.00144339	1
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS1	0.433597	85
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS50	0.0553044	11
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS23	0.0485218	9
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS3	0.0451201	9
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS45	0.0448782	9
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS40	0.04384	9
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS18	0.0400997	8
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS8	0.0386394	8
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS7b	0.0363247	7
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS17b	0.027505	5
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS59	0.022616	4
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS11	0.016058	3
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS52	0.0129213	3
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS21	0.00854605	2
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS7d	0.00758203	1
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS38	0.00730579	1
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS53	0.00590416	1
TCGA-AA-3854-01A-01W-0900-09	COSMICv3-SBS17a	0.00272874	1
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS1	0.470214	99
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS36	0.102272	21
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS15	0.0833265	17
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS7b	0.0674851	14
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS24	0.0437639	9
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS7a	0.0404208	8
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS33	0.0289288	6
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS40	0.0288618	6
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS21	0.0220859	5
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS22	0.0195155	4
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS13	0.0171792	4
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS2	0.0161167	3
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS37	0.0141495	3
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS60	0.00432637	1
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS18	0.00356341	1
TCGA-AA-3695-01A-01W-0900-09	COSMICv3-SBS16	0.00283592	1
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS2	0.119927	15
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS39	0.114606	14
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS8	0.110531	14
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS24	0.0767387	10
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS30	0.0754771	9
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS10b	0.0655513	8
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS7b	0.0533877	7
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS43	0.0417833	5
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS13	0.0344881	4
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS37	0.0256343	3
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS34	0.0235827	3
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS46	0.0209207	3
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS57	0.0198962	2
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS7c	0.0172012	2
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS84	0.0136918	2
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS21	0.0130806	2
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS59	0.0123547	2
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS1	0.011039	1
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS35	0.0104532	1
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS48	0.00902972	1
TCGA-A6-3807-01A-01W-0995-10	COSMICv3-SBS52	0.00501575	1
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS1	0.478037	70
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS6	0.124289	18
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS15	0.0692236	10
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS84	0.0652574	10
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS18	0.0444428	7
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS37	0.0306191	5
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS24	0.0275941	4
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS10a	0.023624	3
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS17a	0.0195177	3
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS16	0.0172256	3
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS48	0.0137896	2
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS2	0.0136833	2
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS22	0.0104341	2
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS10b	0.00805435	1
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS13	0.00757281	1
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS54	0.00727416	1
TCGA-D5-6529-01A-11D-1771-10	COSMICv3-SBS59	0.00524794	1
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS1	0.335087	42
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS6	0.191928	24
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS18	0.0942923	12
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS15	0.0397787	5
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS17a	0.0373728	5
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS52	0.0350178	4
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS25	0.031559	4
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS2	0.0237186	3
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS7d	0.0217077	3
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS10a	0.0215031	3
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS37	0.0202766	3
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS84	0.0173643	2
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS7b	0.0134649	2
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS48	0.0107651	1
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS59	0.00856405	1
TCGA-G4-6323-01A-11D-1719-10	COSMICv3-SBS13	0.00812251	1
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS1	0.40664	47
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS18	0.169254	20
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS2	0.0614668	7
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS6	0.0560396	7
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS10b	0.052757	6
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS11	0.0399094	5
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS52	0.0381279	4
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS7d	0.0266446	3
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS32	0.0197674	2
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS38	0.0195636	2
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS17a	0.0140334	2
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS17b	0.0111082	1
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS49	0.00925632	1
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS21	0.0083633	1
TCGA-NH-A6GA-01A-11D-A36X-10	COSMICv3-SBS60	0.00709138	1
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS3	0.129497	34
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS4	0.126316	33
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS6	0.101747	27
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS39	0.0897393	24
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS2	0.0836657	22
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS1	0.0725305	19
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS24	0.0668178	18
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS30	0.0465819	12
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS29	0.0422573	11
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS13	0.039627	10
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS42	0.0311757	8
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS57	0.0241709	6
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS21	0.0148944	4
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS84	0.00940984	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS55	0.00912553	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS22	0.0087174	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS36	0.0083963	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS17b	0.0083962	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS7a	0.00777751	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS17a	0.0057816	2
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS54	0.00563193	1
TCGA-AA-3819-01A-01W-0900-09	COSMICv3-SBS60	0.00228099	1
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS1	0.498883	98
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS18	0.135969	27
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS35	0.04158	8
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS21	0.0365325	7
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS30	0.0342235	7
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS6	0.0339446	7
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS17a	0.0230062	5
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS33	0.021747	4
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS7c	0.0160197	3
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS19	0.015643	3
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS10a	0.0135696	3
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS2	0.0130024	3
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS59	0.0123844	2
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS37	0.0116115	2
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS10b	0.0108706	2
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS3	0.00874559	2
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS39	0.00539096	1
TCGA-CM-4744-01A-01D-1408-10	COSMICv3-SBS48	0.00288742	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS1	0.369788	33
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS32	0.112411	10
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS85	0.101988	9
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS46	0.0918448	8
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS19	0.0907064	8
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS7a	0.0511336	4
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS28	0.0419916	4
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS17a	0.0403864	4
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS2	0.021055	2
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS7d	0.0168832	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS52	0.0154639	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS43	0.0154538	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS22	0.0145525	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS16	0.0105624	1
TCGA-AZ-6607-01A-11D-1835-10	COSMICv3-SBS38	0.00577889	1
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS1	0.481281	124
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS18	0.250748	64
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS54	0.0347636	9
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS7c	0.019762	5
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS14	0.0197405	5
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS49	0.0169522	4
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS23	0.0129233	3
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS22	0.0123607	3
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS6	0.00978923	3
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS46	0.00917105	2
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS2	0.00870273	2
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS19	0.00812782	2
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS85	0.00650127	2
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS21	0.00630507	2
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS35	0.00291539	1
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS27	0.00226304	1
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS59	0.00206653	1
TCGA-AA-3994-01A-01W-1073-09	COSMICv3-SBS13	0.00201192	1
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS1	0.330916	49
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS45	0.147072	22
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS29	0.131114	19
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS23	0.108102	16
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS46	0.0325411	5
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS7d	0.0305057	5
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS11	0.0268826	4
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS7c	0.0265287	4
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS16	0.0228843	3
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS8	0.0211794	3
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS7a	0.0196091	3
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS50	0.0148713	2
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS10a	0.0120568	2
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS13	0.0111412	2
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS10b	0.00931036	1
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS42	0.00529755	1
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS57	0.00508957	1
TCGA-CM-6165-01A-11D-1650-10	COSMICv3-SBS2	0.00433196	1
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS1	0.404062	433
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS6	0.317921	340
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS54	0.0710894	76
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS20	0.0634875	68
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS46	0.033214	36
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS21	0.0281026	30
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS15	0.0214153	23
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS49	0.0146076	16
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS14	0.0109666	12
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS26	0.0100023	11
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS7a	0.00791987	8
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS17b	0.00582941	6
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS17a	0.0036889	4
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS43	0.00261835	3
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS10b	0.00130839	1
TCGA-CM-6674-01A-11D-1835-10	COSMICv3-SBS25	0.000833523	1
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS1	0.202898	50
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS17b	0.100944	25
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS35	0.0843808	21
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS3	0.0648493	16
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS6	0.0520504	13
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS37	0.0462726	11
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS15	0.0442252	11
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS24	0.0371636	9
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS54	0.0358396	9
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS40	0.0314537	8
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS50	0.0309075	8
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS55	0.0228859	6
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS17a	0.0212932	5
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS31	0.0208316	5
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS7a	0.0194907	5
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS9	0.0157831	4
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS36	0.0120611	3
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS52	0.0101075	2
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS19	0.00961875	2
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS7c	0.00903865	2
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS48	0.00633873	2
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS13	0.00561885	1
TCGA-AA-3666-01A-02W-0900-09	COSMICv3-SBS10a	0.00456576	1
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS1	0.36932	42
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS15	0.1556	18
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS29	0.0963293	11
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS18	0.0785392	9
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS10b	0.0510863	6
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS25	0.0429397	5
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS23	0.0393203	4
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS7d	0.0360034	4
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS10a	0.0291623	3
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS2	0.0262021	3
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS49	0.0206458	2
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS55	0.0140996	2
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS39	0.0133166	2
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS35	0.00945867	1
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS24	0.00914354	1
TCGA-CM-6166-01A-11D-1650-10	COSMICv3-SBS13	0.00456345	1
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS1	0.446934	63
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS23	0.0899947	13
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS46	0.0672631	9
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS52	0.0449152	6
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS22	0.0439337	6
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS10a	0.0301282	4
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS7a	0.0299259	4
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS40	0.0286317	4
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS11	0.0241534	3
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS39	0.0230236	3
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS15	0.0221395	3
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS34	0.0173634	2
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS2	0.0171136	2
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS56	0.0144796	2
TCGA-AU-3779-01A-01D-1719-10	COSMICv3-SBS18	0.012352	2
